item_id,package,description,room,qty,unit,rate,amount,source_pages,method,confidence,scale_basis,bucket,geometry_refs,infer_reason
CLG-365,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-366,flooring,Flooring in Brickwork Plan -  Second Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-367,wall_finishes,Wall finish in Brickwork Plan -  Second Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-368,wall_finishes,Ceiling in Brickwork Plan -  Second Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-369,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-370,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-371,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-372,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-373,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-374,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-375,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-376,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-377,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-378,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-379,flooring,Flooring in Brickwork Plan -  Third Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-380,wall_finishes,Wall finish in Brickwork Plan -  Third Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-381,wall_finishes,Ceiling in Brickwork Plan -  Third Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-382,flooring,Flooring in Toilets,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-383,wall_finishes,Wall finish in Toilets,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-384,wall_finishes,Ceiling in Toilets,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-385,waterproofing,Waterproofing in Toilets,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-386,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-387,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-388,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-389,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-390,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-391,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-392,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-393,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-394,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-395,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-396,flooring,Flooring in Brickwork Plan -  Fourth Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-397,wall_finishes,Wall finish in Brickwork Plan -  Fourth Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-398,wall_finishes,Ceiling in Brickwork Plan -  Fourth Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-399,flooring,Flooring in Terrace Level Plan,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-400,wall_finishes,Wall finish in Terrace Level Plan,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-401,wall_finishes,Ceiling in Terrace Level Plan,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-402,flooring,"Flooring in Mumty, Lift Machine Rooms & Over Head Water Tanks",,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-403,wall_finishes,"Wall finish in Mumty, Lift Machine Rooms & Over Head Water Tanks",,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-404,wall_finishes,"Ceiling in Mumty, Lift Machine Rooms & Over Head Water Tanks",,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-405,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-406,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-407,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-408,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-409,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-410,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-411,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-412,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-413,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-414,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-415,flooring,Flooring in Brickwork Plan - Terrace,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-416,wall_finishes,Wall finish in Brickwork Plan - Terrace,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-417,wall_finishes,Ceiling in Brickwork Plan - Terrace,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-418,flooring,Flooring in Mumty Terrace & Water Tank/Machine Room Terrace Levels,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-419,wall_finishes,Wall finish in Mumty Terrace & Water Tank/Machine Room Terrace Levels,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-420,wall_finishes,Ceiling in Mumty Terrace & Water Tank/Machine Room Terrace Levels,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-421,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-422,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-423,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-424,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-425,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-426,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-427,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-428,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-429,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-430,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-431,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-432,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-433,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-434,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-435,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-436,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-437,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-438,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-439,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-440,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-441,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-442,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-443,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-444,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-445,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-446,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-447,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-448,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-449,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-450,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-451,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-452,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-453,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-454,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-455,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-456,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-457,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-458,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-459,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-460,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-461,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-462,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-463,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-464,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-465,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-466,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-467,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-468,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-469,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-470,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-471,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-472,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-473,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-474,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-475,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-476,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-477,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-478,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-479,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-480,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-481,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-482,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-483,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-484,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-485,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-486,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-487,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-488,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-489,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-490,flooring,Flooring in Terrace Details,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-491,wall_finishes,Wall finish in Terrace Details,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-492,wall_finishes,Ceiling in Terrace Details,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-493,flooring,Flooring in Lift,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-494,wall_finishes,Wall finish in Lift,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-495,wall_finishes,Ceiling in Lift,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-496,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-497,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-498,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
